,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
541172,549687,20685,DOORMAT RED RETROSPOT,2,2011-04-11 13:29:00,7.95,12363,Unspecified
541173,549687,22691,DOORMAT WELCOME SUNRISE,2,2011-04-11 13:29:00,7.95,12363,Unspecified
541174,549687,48116,DOORMAT MULTICOLOUR STRIPE,2,2011-04-11 13:29:00,7.95,12363,Unspecified
541175,549687,21213,PACK OF 72 SKULL CAKE CASES,24,2011-04-11 13:29:00,0.55,12363,Unspecified
541176,549687,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-04-11 13:29:00,0.55,12363,Unspecified
541177,549687,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2011-04-11 13:29:00,0.55,12363,Unspecified
541178,549687,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-04-11 13:29:00,0.55,12363,Unspecified
541179,549687,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-04-11 13:29:00,0.55,12363,Unspecified
541180,549687,84991,60 TEATIME FAIRY CAKE CASES,24,2011-04-11 13:29:00,0.55,12363,Unspecified
541181,549687,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2011-04-11 13:29:00,1.45,12363,Unspecified
541182,549687,21973,SET OF 36 MUSHROOM PAPER DOILIES,12,2011-04-11 13:29:00,1.45,12363,Unspecified
541183,549687,21211,SET OF 72 SKULL PAPER  DOILIES,12,2011-04-11 13:29:00,1.45,12363,Unspecified
541184,549687,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-04-11 13:29:00,1.25,12363,Unspecified
541185,549687,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2011-04-11 13:29:00,1.25,12363,Unspecified
541186,549687,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,2011-04-11 13:29:00,1.25,12363,Unspecified
541187,549687,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-04-11 13:29:00,1.25,12363,Unspecified
541188,552695,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,24,2011-05-10 15:31:00,1.25,16320,Unspecified
541189,552695,23078,ICE CREAM PEN LIP GLOSS ,24,2011-05-10 15:31:00,1.25,16320,Unspecified
541190,552695,22619,SET OF 6 SOLDIER SKITTLES,4,2011-05-10 15:31:00,3.75,16320,Unspecified
541191,552695,21888,BINGO SET,8,2011-05-10 15:31:00,3.75,16320,Unspecified
541192,552695,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,2011-05-10 15:31:00,3.25,16320,Unspecified
541193,552695,22620,4 TRADITIONAL SPINNING TOPS,12,2011-05-10 15:31:00,1.45,16320,Unspecified
541194,552695,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-05-10 15:31:00,1.45,16320,Unspecified
541195,552695,21705,BAG 500g SWIRLY MARBLES,12,2011-05-10 15:31:00,1.65,16320,Unspecified
541196,552695,21704,BAG 250g SWIRLY MARBLES,12,2011-05-10 15:31:00,0.85,16320,Unspecified
541197,552695,21703,BAG 125g SWIRLY MARBLES,12,2011-05-10 15:31:00,0.42,16320,Unspecified
541198,552695,22621,TRADITIONAL KNITTING NANCY,12,2011-05-10 15:31:00,1.65,16320,Unspecified
541199,552695,22150,3 STRIPEY MICE FELTCRAFT,6,2011-05-10 15:31:00,1.95,16320,Unspecified
541200,552695,23127,FELTCRAFT GIRL NICOLE KIT,4,2011-05-10 15:31:00,4.95,16320,Unspecified
541201,552695,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-05-10 15:31:00,4.95,16320,Unspecified
541202,552695,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-05-10 15:31:00,1.25,16320,Unspecified
541203,552695,22149,FELTCRAFT 6 FLOWER FRIENDS,12,2011-05-10 15:31:00,2.1,16320,Unspecified
541204,552695,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-05-10 15:31:00,8.5,16320,Unspecified
541205,552695,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12,2011-05-10 15:31:00,1.25,16320,Unspecified
541206,552695,22754,SMALL RED BABUSHKA NOTEBOOK ,12,2011-05-10 15:31:00,0.85,16320,Unspecified
541207,552695,22584,PACK OF 6 PANNETONE GIFT BOXES,12,2011-05-10 15:31:00,2.55,16320,Unspecified
541208,552695,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-05-10 15:31:00,1.25,16320,Unspecified
541209,552695,22815,CARD PSYCHEDELIC APPLES,12,2011-05-10 15:31:00,0.42,16320,Unspecified
541210,552695,16161U,WRAP SUKI AND FRIENDS,25,2011-05-10 15:31:00,0.42,16320,Unspecified
541211,552695,22707,WRAP MONSTER FUN ,25,2011-05-10 15:31:00,0.42,16320,Unspecified
541212,552695,22711,WRAP CIRCUS PARADE,25,2011-05-10 15:31:00,0.42,16320,Unspecified
541213,552695,22985,WRAP BILLBOARD FONTS DESIGN,25,2011-05-10 15:31:00,0.42,16320,Unspecified
541214,552695,22048,BIRTHDAY BANQUET GIFT WRAP,25,2011-05-10 15:31:00,0.42,16320,Unspecified
541215,552695,22986,GINGHAM ROSE WRAP,25,2011-05-10 15:31:00,0.42,16320,Unspecified
541216,552695,23233,WRAP POPPIES  DESIGN,25,2011-05-10 15:31:00,0.42,16320,Unspecified
541217,552695,23232,WRAP VINTAGE PETALS  DESIGN,25,2011-05-10 15:31:00,0.42,16320,Unspecified
541218,552695,22653,BUTTON BOX ,10,2011-05-10 15:31:00,1.95,16320,Unspecified
541219,552695,22652,TRAVEL SEWING KIT,10,2011-05-10 15:31:00,1.65,16320,Unspecified
541220,552695,22960,JAM MAKING SET WITH JARS,12,2011-05-10 15:31:00,3.75,16320,Unspecified
541221,552695,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,2011-05-10 15:31:00,3.25,16320,Unspecified
541222,552695,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-05-10 15:31:00,1.25,16320,Unspecified
541223,552695,22924,FRIDGE MAGNETS LA VIE EN ROSE,12,2011-05-10 15:31:00,0.85,16320,Unspecified
541224,552695,23159,SET OF 5 PANCAKE DAY MAGNETS,12,2011-05-10 15:31:00,2.08,16320,Unspecified
541225,552695,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-05-10 15:31:00,2.1,16320,Unspecified
541226,552695,82582,AREA PATROLLED METAL SIGN,12,2011-05-10 15:31:00,2.1,16320,Unspecified
541227,552695,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-05-10 15:31:00,2.95,16320,Unspecified
541228,552695,21907,I'M ON HOLIDAY METAL SIGN,12,2011-05-10 15:31:00,2.1,16320,Unspecified
541229,552695,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2011-05-10 15:31:00,0.85,16320,Unspecified
541230,552695,22485,SET OF 2 WOODEN MARKET CRATES,2,2011-05-10 15:31:00,12.75,16320,Unspecified
541231,552695,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-05-10 15:31:00,2.55,16320,Unspecified
541232,552695,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-05-10 15:31:00,1.69,16320,Unspecified
541233,552695,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-05-10 15:31:00,0.42,16320,Unspecified
541234,552695,23231,WRAP DOILEY DESIGN,25,2011-05-10 15:31:00,0.42,16320,Unspecified
541235,553857,23090,VINTAGE GLASS T-LIGHT HOLDER,12,2011-05-19 13:30:00,0.83,,Unspecified
541236,553857,47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,48,2011-05-19 13:30:00,0.39,,Unspecified
541237,553857,79030D,TUMBLER BAROQUE,24,2011-05-19 13:30:00,0.39,,Unspecified
541238,553857,84877A,PINK ROUND COMPACT MIRROR,24,2011-05-19 13:30:00,1.25,,Unspecified
541239,553857,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-05-19 13:30:00,1.25,,Unspecified
541240,553857,84913B,MINT GREEN ROSE TOWEL,8,2011-05-19 13:30:00,4.65,,Unspecified
541241,553857,85125,SMALL ROUND CUT GLASS CANDLESTICK,3,2011-05-19 13:30:00,4.95,,Unspecified
541242,553857,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,2011-05-19 13:30:00,2.95,,Unspecified
541243,553857,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-05-19 13:30:00,5.45,,Unspecified
541244,553857,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-05-19 13:30:00,5.45,,Unspecified
541245,553857,47369A,PINK GREEN EMBROIDERY COSMETIC BAG,6,2011-05-19 13:30:00,2.95,,Unspecified
541246,557499,23122,PARTY CHARMS 50 PIECES,12,2011-06-20 15:25:00,0.83,16320,Unspecified
541247,557499,23119,PACK OF 6 LARGE FRUIT STRAWS ,36,2011-06-20 15:25:00,0.62,16320,Unspecified
541248,557499,23108,SET OF 10 LED DOLLY LIGHTS,4,2011-06-20 15:25:00,6.25,16320,Unspecified
541249,557499,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,2011-06-20 15:25:00,4.15,16320,Unspecified
541250,557499,23237,SET OF 4 KNICK KNACK TINS LEAVES ,6,2011-06-20 15:25:00,4.15,16320,Unspecified
541251,557499,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,2011-06-20 15:25:00,4.15,16320,Unspecified
541252,557499,23245,SET OF 3 REGENCY CAKE TINS,4,2011-06-20 15:25:00,4.95,16320,Unspecified
541253,557499,22627,MINT KITCHEN SCALES,2,2011-06-20 15:25:00,8.5,16320,Unspecified
541254,557499,22625,RED KITCHEN SCALES,2,2011-06-20 15:25:00,8.5,16320,Unspecified
541255,559521,21634,ASSORTED MINI MADRAS NOTEBOOK,24,2011-07-08 16:26:00,0.39,,Unspecified
541256,559521,21212,PACK OF 72 RETROSPOT CAKE CASES,13,2011-07-08 16:26:00,0.55,,Unspecified
541257,559521,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,5,2011-07-08 16:26:00,2.1,,Unspecified
541258,559521,23254,CHILDRENS CUTLERY DOLLY GIRL ,5,2011-07-08 16:26:00,4.15,,Unspecified
541259,559521,23256,CHILDRENS CUTLERY SPACEBOY ,5,2011-07-08 16:26:00,4.15,,Unspecified
541260,559521,84378,SET OF 3 HEART COOKIE CUTTERS,7,2011-07-08 16:26:00,1.25,,Unspecified
541261,559521,20983,12 PENCILS TALL TUBE RED RETROSPOT,7,2011-07-08 16:26:00,0.85,,Unspecified
541262,559521,20982,12 PENCILS TALL TUBE SKULLS,7,2011-07-08 16:26:00,0.85,,Unspecified
541263,559521,22367,CHILDRENS APRON SPACEBOY DESIGN,6,2011-07-08 16:26:00,1.95,,Unspecified
541264,559521,20981,12 PENCILS TALL TUBE WOODLAND,7,2011-07-08 16:26:00,0.85,,Unspecified
541265,559521,22991,GIRAFFE WOODEN RULER,3,2011-07-08 16:26:00,1.95,,Unspecified
541266,559521,22992,REVOLVER WOODEN RULER ,5,2011-07-08 16:26:00,1.95,,Unspecified
541267,559521,21380,WOODEN HAPPY BIRTHDAY GARLAND,1,2011-07-08 16:26:00,2.95,,Unspecified
541268,559521,20869,GOLD FABRIC MIRROR,13,2011-07-08 16:26:00,0.39,,Unspecified
541269,559521,22621,TRADITIONAL KNITTING NANCY,10,2011-07-08 16:26:00,1.65,,Unspecified
541270,559521,21156,RETROSPOT CHILDRENS APRON,6,2011-07-08 16:26:00,1.95,,Unspecified
541271,559521,84548,CROCHET BEAR RED/BLUE  KEYRING,7,2011-07-08 16:26:00,1.65,,Unspecified
541272,559521,23007, SPACEBOY BABY GIFT SET,1,2011-07-08 16:26:00,16.95,,Unspecified
541273,559521,22759,SET OF 3 NOTEBOOKS IN PARCEL,8,2011-07-08 16:26:00,1.65,,Unspecified
541274,559521,20819,SILVER TEDDY BEAR,1,2011-07-08 16:26:00,3.75,,Unspecified
541275,559521,22196,SMALL HEART MEASURING SPOONS,1,2011-07-08 16:26:00,0.85,,Unspecified
541276,559521,21124,SET/10 BLUE POLKADOT PARTY CANDLES,1,2011-07-08 16:26:00,1.25,,Unspecified
541277,559521,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,2011-07-08 16:26:00,0.55,,Unspecified
541278,559521,22317,FIVE CATS HANGING DECORATION,1,2011-07-08 16:26:00,2.95,,Unspecified
541279,559521,22548,HEADS AND TAILS SPORTING FUN,6,2011-07-08 16:26:00,1.25,,Unspecified
541280,559521,21790,VINTAGE SNAP CARDS,8,2011-07-08 16:26:00,0.85,,Unspecified
541281,559521,21915,RED  HARMONICA IN BOX ,12,2011-07-08 16:26:00,1.25,,Unspecified
541282,559521,22437,SET OF 9 BLACK SKULL BALLOONS,2,2011-07-08 16:26:00,0.85,,Unspecified
541283,559521,20985,HEART CALCULATOR,12,2011-07-08 16:26:00,1.25,,Unspecified
541284,559521,22555,PLASTERS IN TIN STRONGMAN,6,2011-07-08 16:26:00,1.65,,Unspecified
541285,559521,21126,SET OF 6 GIRLS CELEBRATION CANDLES,5,2011-07-08 16:26:00,1.25,,Unspecified
541286,559521,22435,SET OF 9 HEART SHAPED BALLOONS,2,2011-07-08 16:26:00,1.25,,Unspecified
541287,559521,22553,PLASTERS IN TIN SKULLS,7,2011-07-08 16:26:00,1.65,,Unspecified
541288,559521,22434,BALLOON PUMP WITH 10 BALLOONS,6,2011-07-08 16:26:00,1.95,,Unspecified
541289,559521,22439,6 ROCKET BALLOONS ,40,2011-07-08 16:26:00,0.65,,Unspecified
541290,559521,21888,BINGO SET,4,2011-07-08 16:26:00,3.75,,Unspecified
541291,559521,23240,SET OF 4 KNICK KNACK TINS DOILEY ,3,2011-07-08 16:26:00,4.15,,Unspecified
541292,559521,21889,WOODEN BOX OF DOMINOES,7,2011-07-08 16:26:00,1.25,,Unspecified
541293,559521,22129,PARTY CONES CANDY TREE DECORATION,6,2011-07-08 16:26:00,0.85,,Unspecified
541294,559521,22128,PARTY CONES CANDY ASSORTED,6,2011-07-08 16:26:00,1.25,,Unspecified
541295,559521,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2011-07-08 16:26:00,2.1,,Unspecified
541296,559521,23242,TREASURE TIN BUFFALO BILL ,1,2011-07-08 16:26:00,2.08,,Unspecified
541297,559521,21055,TOOL BOX SOFT TOY ,1,2011-07-08 16:26:00,8.95,,Unspecified
541298,559521,23128,FELTCRAFT BOY JEAN-PAUL KIT,1,2011-07-08 16:26:00,4.95,,Unspecified
541299,559521,23241,TREASURE TIN GYMKHANA DESIGN,1,2011-07-08 16:26:00,2.08,,Unspecified
541300,559521,20868,SILVER FABRIC MIRROR,13,2011-07-08 16:26:00,0.39,,Unspecified
541301,559521,22150,3 STRIPEY MICE FELTCRAFT,1,2011-07-08 16:26:00,1.95,,Unspecified
541302,559521,22620,4 TRADITIONAL SPINNING TOPS,5,2011-07-08 16:26:00,1.45,,Unspecified
541303,559521,21892,TRADITIONAL WOODEN CATCH CUP GAME ,8,2011-07-08 16:26:00,1.25,,Unspecified
541304,559521,20750,RED RETROSPOT MINI CASES,2,2011-07-08 16:26:00,7.95,,Unspecified
541305,559521,20749,ASSORTED COLOUR MINI CASES,2,2011-07-08 16:26:00,7.95,,Unspecified
541306,559521,21891,TRADITIONAL WOODEN SKIPPING ROPE,9,2011-07-08 16:26:00,1.45,,Unspecified
541307,559521,21056,DOCTOR'S BAG SOFT TOY,1,2011-07-08 16:26:00,8.95,,Unspecified
541308,559521,22196,SMALL HEART MEASURING SPOONS,7,2011-07-08 16:26:00,0.85,,Unspecified
541309,559521,21124,SET/10 BLUE POLKADOT PARTY CANDLES,7,2011-07-08 16:26:00,1.25,,Unspecified
541310,559521,21125,SET 6 FOOTBALL CELEBRATION CANDLES,6,2011-07-08 16:26:00,1.25,,Unspecified
541311,559521,22467,GUMBALL COAT RACK,6,2011-07-08 16:26:00,2.55,,Unspecified
541312,559521,22899,CHILDREN'S APRON DOLLY GIRL ,6,2011-07-08 16:26:00,2.1,,Unspecified
541313,559521,20725,LUNCH BAG RED RETROSPOT,7,2011-07-08 16:26:00,1.65,,Unspecified
541314,559521,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-07-08 16:26:00,0.29,,Unspecified
541315,559521,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-07-08 16:26:00,1.65,,Unspecified
541316,559521,20727,LUNCH BAG  BLACK SKULL.,8,2011-07-08 16:26:00,1.65,,Unspecified
541317,559521,22262,FELT EGG COSY CHICKEN,1,2011-07-08 16:26:00,0.85,,Unspecified
541318,559521,22260,FELT EGG COSY BLUE RABBIT ,1,2011-07-08 16:26:00,0.85,,Unspecified
541319,559521,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,2011-07-08 16:26:00,1.65,,Unspecified
541320,559521,22911,PAPER CHAIN KIT LONDON,1,2011-07-08 16:26:00,2.95,,Unspecified
541321,559521,22085,PAPER CHAIN KIT SKULLS ,1,2011-07-08 16:26:00,2.95,,Unspecified
541322,559521,22276,WASH BAG VINTAGE ROSE PAISLEY,1,2011-07-08 16:26:00,2.55,,Unspecified
541323,559521,22570,FELTCRAFT CUSHION RABBIT,1,2011-07-08 16:26:00,3.75,,Unspecified
541324,559521,22083,PAPER CHAIN KIT RETROSPOT,1,2011-07-08 16:26:00,2.95,,Unspecified
541325,559521,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-07-08 16:26:00,1.25,,Unspecified
541326,559521,22197,POPCORN HOLDER,3,2011-07-08 16:26:00,0.85,,Unspecified
541327,559929,22960,JAM MAKING SET WITH JARS,6,2011-07-14 09:10:00,4.25,14265,Unspecified
541328,559929,16161P,WRAP ENGLISH ROSE ,25,2011-07-14 09:10:00,0.42,14265,Unspecified
541329,559929,21499,BLUE POLKADOT WRAP,25,2011-07-14 09:10:00,0.42,14265,Unspecified
541330,559929,21500,PINK POLKADOT WRAP ,25,2011-07-14 09:10:00,0.42,14265,Unspecified
541331,559929,21503,TOYBOX  WRAP ,25,2011-07-14 09:10:00,0.42,14265,Unspecified
541332,559929,22047,EMPIRE GIFT WRAP,25,2011-07-14 09:10:00,0.42,14265,Unspecified
541333,559929,22051,BLUE SCANDINAVIAN PAISLEY WRAP,25,2011-07-14 09:10:00,0.42,14265,Unspecified
541334,559929,22050,PINK PAISLEY ROSE GIFT WRAP,25,2011-07-14 09:10:00,0.42,14265,Unspecified
541335,559929,22709,WRAP WEDDING DAY,25,2011-07-14 09:10:00,0.42,14265,Unspecified
541336,559929,22485,SET OF 2 WOODEN MARKET CRATES,2,2011-07-14 09:10:00,12.75,14265,Unspecified
541337,559929,40001,WHITE BAMBOO RIBS LAMPSHADE,24,2011-07-14 09:10:00,0.85,14265,Unspecified
541338,559929,21628,TRIANGULAR POUFFE VINTAGE ,2,2011-07-14 09:10:00,14.95,14265,Unspecified
541339,559929,46000S,POLYESTER FILLER PAD 40x40cm,18,2011-07-14 09:10:00,1.45,14265,Unspecified
541340,559929,46000M,POLYESTER FILLER PAD 45x45cm,18,2011-07-14 09:10:00,1.55,14265,Unspecified
541341,559929,22423,REGENCY CAKESTAND 3 TIER,1,2011-07-14 09:10:00,12.75,14265,Unspecified
541342,561658,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,2011-07-28 16:06:00,1.25,12743,Unspecified
541343,561658,23124,18PC WOODEN CUTLERY SET DISPOSABLE,1,2011-07-28 16:06:00,1.25,12743,Unspecified
541344,561658,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,1,2011-07-28 16:06:00,0.75,12743,Unspecified
541345,561658,35968,FOLK ART METAL HEART T-LIGHT HOLDER,5,2011-07-28 16:06:00,0.38,12743,Unspecified
541346,561658,84559A,3D SHEET OF DOG STICKERS,1,2011-07-28 16:06:00,0.85,12743,Unspecified
541347,561658,21586,KINGS CHOICE GIANT TUBE MATCHES,1,2011-07-28 16:06:00,2.55,12743,Unspecified
541348,561658,21733,RED HANGING HEART T-LIGHT HOLDER,1,2011-07-28 16:06:00,2.95,12743,Unspecified
541349,561658,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1,2011-07-28 16:06:00,1.45,12743,Unspecified
541350,561658,23210,WHITE ROCKING HORSE HAND PAINTED,1,2011-07-28 16:06:00,1.25,12743,Unspecified
541351,561658,22449,SILK PURSE BABUSHKA PINK,1,2011-07-28 16:06:00,3.35,12743,Unspecified
541352,561658,20886,BOX OF 9 PEBBLE CANDLES,1,2011-07-28 16:06:00,1.95,12743,Unspecified
541353,561658,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-07-28 16:06:00,1.69,12743,Unspecified
541354,561658,21588,RETROSPOT GIANT TUBE MATCHES,1,2011-07-28 16:06:00,2.55,12743,Unspecified
541355,561658,47599B,BLUE PARTY BAGS ,1,2011-07-28 16:06:00,2.1,12743,Unspecified
541356,561658,22846,BREAD BIN DINER STYLE RED ,1,2011-07-28 16:06:00,16.95,12743,Unspecified
541357,561658,23336,EGG FRYING PAN PINK ,1,2011-07-28 16:06:00,2.08,12743,Unspecified
541358,561658,23338,EGG FRYING PAN RED ,1,2011-07-28 16:06:00,2.08,12743,Unspecified
541359,561658,23339,EGG FRYING PAN BLUE ,1,2011-07-28 16:06:00,2.08,12743,Unspecified
541360,561658,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,2011-07-28 16:06:00,2.08,12743,Unspecified
541361,561658,20679,EDWARDIAN PARASOL RED,1,2011-07-28 16:06:00,5.95,12743,Unspecified
541362,561658,22046,TEA PARTY  WRAPPING PAPER ,25,2011-07-28 16:06:00,0.42,12743,Unspecified
541363,561658,23546,WRAP PAISLEY PARK ,25,2011-07-28 16:06:00,0.42,12743,Unspecified
541364,561658,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2011-07-28 16:06:00,2.55,12743,Unspecified
541365,561658,21002,ROSE DU SUD DRAWSTRING BAG,2,2011-07-28 16:06:00,4.25,12743,Unspecified
541366,561658,85212,MINI PAINTED GARDEN DECORATION ,12,2011-07-28 16:06:00,0.29,12743,Unspecified
541367,561658,21770,OPEN CLOSED METAL SIGN,1,2011-07-28 16:06:00,4.95,12743,Unspecified
541368,561658,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-07-28 16:06:00,8.5,12743,Unspecified
541369,561658,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2011-07-28 16:06:00,2.55,12743,Unspecified
541370,561658,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2011-07-28 16:06:00,3.75,12743,Unspecified
541371,561658,84050,PINK HEART SHAPE EGG FRYING PAN,1,2011-07-28 16:06:00,1.65,12743,Unspecified
541372,561658,84813,SET OF 4 DIAMOND NAPKIN RINGS,1,2011-07-28 16:06:00,12.75,12743,Unspecified
541373,561658,23079,TOADSTOOL BEDSIDE LIGHT ,1,2011-07-28 16:06:00,8.95,12743,Unspecified
541374,561658,23014,GLASS APOTHECARY BOTTLE ELIXIR,1,2011-07-28 16:06:00,3.95,12743,Unspecified
541375,561658,85213,MINI  ZINC GARDEN DECORATIONS ,12,2011-07-28 16:06:00,0.29,12743,Unspecified
541376,561658,23068,ALUMINIUM STAMPED HEART,4,2011-07-28 16:06:00,2.49,12743,Unspecified
541377,561658,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,2011-07-28 16:06:00,4.95,12743,Unspecified
541378,561658,84912B,GREEN ROSE WASHBAG,1,2011-07-28 16:06:00,3.75,12743,Unspecified
541379,561658,22727,ALARM CLOCK BAKELIKE RED ,1,2011-07-28 16:06:00,3.75,12743,Unspecified
541380,561658,84559B,3D SHEET OF CAT STICKERS,1,2011-07-28 16:06:00,0.85,12743,Unspecified
541381,561658,84549,CROCHET WHITE RABBIT KEYRING ,1,2011-07-28 16:06:00,1.65,12743,Unspecified
541382,561658,22840,ROUND CAKE TIN VINTAGE RED,1,2011-07-28 16:06:00,7.95,12743,Unspecified
541383,561658,22604,SET OF 4 NAPKIN CHARMS CUTLERY,2,2011-07-28 16:06:00,2.55,12743,Unspecified
541384,561658,22902,TOTE BAG I LOVE LONDON,1,2011-07-28 16:06:00,2.1,12743,Unspecified
541385,561658,21065,BOOM BOX SPEAKER GIRLS,1,2011-07-28 16:06:00,5.95,12743,Unspecified
541386,561658,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1,2011-07-28 16:06:00,2.55,12743,Unspecified
541387,561658,47559B,TEA TIME OVEN GLOVE,1,2011-07-28 16:06:00,1.25,12743,Unspecified
541388,561658,82600,NO SINGING METAL SIGN,1,2011-07-28 16:06:00,2.1,12743,Unspecified
541389,561658,21592,RETROSPOT CIGAR BOX MATCHES ,1,2011-07-28 16:06:00,1.25,12743,Unspecified
541390,561658,21591,COSY HOUR CIGAR BOX MATCHES ,1,2011-07-28 16:06:00,1.25,12743,Unspecified
541391,561658,22585,PACK OF 6 BIRDY GIFT TAGS,1,2011-07-28 16:06:00,1.25,12743,Unspecified
541392,561658,23055,IVORY CHANDELIER T-LIGHT HOLDER,1,2011-07-28 16:06:00,6.25,12743,Unspecified
541393,561658,23083,SET 6 PAPER TABLE LANTERN STARS ,1,2011-07-28 16:06:00,3.75,12743,Unspecified
